MCC,MNC,Brand,Operator,Status,Bands (MHz),References and notes,Country,Iso
334,030,Movistar,Telefónica,Operational,MVNO,"former Pegaso PCS; MVNO on AT&T, own spectrum returned",Mexico,mx
334,040,Unefon,AT&T Mexico,Not operational,CDMA 850 / CDMA 1900,Shut down 2016,Mexico,mx
334,050,AT&T / Unefon,AT&T Mexico,Operational,UMTS 850 / UMTS 1900 / UMTS 1700 / LTE 850 / LTE 1700 / LTE 2600 / TD-LTE 2600 / 5G 2600,Former Iusacell; GSM shut down 2019,Mexico,mx
334,060,,"Servicios de Acceso Inalambrico, S.A. de C.V.",Unknown,Unknown,,Mexico,mx
334,066,,"Telefonos de México, S.A.B. de C.V.",Unknown,Unknown,,Mexico,mx
334,070,Unefon,AT&T Mexico,Unknown,Unknown,,Mexico,mx
334,080,Unefon,AT&T Mexico,Unknown,Unknown,,Mexico,mx
334,090,AT&T,AT&T Mexico,Operational,UMTS 1700 / LTE 850 / LTE 1700,Former Nextel,Mexico,mx
334,100,,Telecomunicaciones de México,Unknown,Unknown,,Mexico,mx
334,110,,"Maxcom Telecomunicaciones, S.A.B. de C.V.",Unknown,MVNO,,Mexico,mx
334,120,,"Quickly Phone, S.A. de C.V.",Unknown,MVNO,,Mexico,mx
334,130,,"Axtel, S.A.B. de C.V.",Unknown,Unknown,,Mexico,mx
334,140,Altan Redes,Altán Redes S.A.P.I. de C.V.,Operational,LTE 700,Red compartida,Mexico,mx
334,150,Ultranet,"Ultravisión, S.A. de C.V.",Operational,LTE 2600,,Mexico,mx
334,160,,"Cablevisión Red, S.A. de C.V.",Unknown,Unknown,,Mexico,mx
334,170,,"Oxio Mobile, S.A. de C.V.",Unknown,MVNO,,Mexico,mx
334,180,FreedomPop,"FREEDOMPOP MÉXICO, S.A. DE C.V.",Operational,MVNO,,Mexico,mx
334,190,Viasat,"VIASAT TECNOLOGÍA, S.A. DE C.V.",Operational,Satellite,,Mexico,mx
354,860,FLOW,Cable & Wireless,Operational,GSM 850,,Montserrat,ms
362,31,,Eutel N.V.,Unknown,GSM,Sint Eustatius,Netherlands Antilles,an
362,33,,WICC N.V.,Unknown,GSM,,Netherlands Antilles,an
362,51,Telcell,Telcell N.V.,Operational,GSM 900 / UMTS 2100 / LTE 1800,Sint Maarten,Netherlands Antilles,an
362,54,ECC,East Caribbean Cellular,Operational,GSM 900 / GSM 1800,,Netherlands Antilles,an
362,59,FLOW,Liberty Latin America,Operational,GSM 900 / GSM 1800,"Bonaire, Saba, Sint Eustatius, Sint Maarten; former Radcomm N.V., UTS",Netherlands Antilles,an
362,60,FLOW,Liberty Latin America,Operational,UMTS 2100 / LTE 1800,"Bonaire, Saba, Sint Eustatius, Sint Maarten; former Radcomm N.V., UTS",Netherlands Antilles,an
362,63,,CSC N.V.,Unknown,Unknown,,Netherlands Antilles,an
362,68,Digicel,Curaçao Telecom N.V.,Operational,UMTS 2100 / LTE 1800,Curaçao,Netherlands Antilles,an
362,69,Digicel,Curaçao Telecom N.V.,Operational,GSM 900 / GSM 1800,Curaçao,Netherlands Antilles,an
362,74,,PCS N.V.,Unknown,Unknown,,Netherlands Antilles,an
362,76,Digicel,Antiliano Por N.V.,Operational,GSM 900 / UMTS 2100 / LTE 1800,Bonaire,Netherlands Antilles,an
362,78,Telbo,Telefonia Bonairiano N.V.,Operational,UMTS 900 / LTE 1800,Bonaire,Netherlands Antilles,an
362,91,FLOW,Liberty Latin America,Operational,GSM 900 / GSM 1800 / UMTS 850 / UMTS 2100 / LTE 1800,"Curaçao; former Setel N.V., UTS",Netherlands Antilles,an
362,94,Bayòs,Bòbò Frus N.V.,Operational,TDMA PCS,Mobile Solutions,Netherlands Antilles,an
362,95,MIO,E.O.C.G. Wireless,Not operational,CDMA2000 850,former GSM Caribbean N.V.; bankrupt in 2013 ,Netherlands Antilles,an
310,110,IT&E Wireless,PTI Pacifica Inc.,Operational,CDMA / GSM 850 / UMTS 1900 / LTE 700,,United States,us
310,370,Docomo,NTT DoCoMo Pacific,Operational,GSM 1900 / UMTS / LTE,,United States,us
310,017,ProxTel,North Sight Communications Inc.,Not operational,iDEN,US MCC; MNC withdrawn,United States,us
310,260,T-Mobile,T-Mobile US,Operational,GSM 1900 / UMTS 1900 / UMTS 1700 / LTE 600 / LTE 1900 / LTE 1700 / 5G 600 / 5G 2500,US MCC,United States,us
310,280,AT&T,AT&T Mobility,Not operational,GSM 1900,Former Centennial Puerto Rico; US MCC,United States,us
313,510,,Puerto Rico Telecom Company,Unknown,Unknown,Uses US MCC,United States,us
313,790,Liberty,Liberty Cablevision of Puerto Rico LLC,Operational,UMTS 850 / UMTS 1900 / LTE 700 / LTE 850 / LTE 1700 / LTE 1900 / LTE 2300 / 5G 850,Uses US MCC,United States,us
330,000,Open Mobile,PR Wireless,Operational,CDMA 1900,,Puerto Rico,pr
330,110,Claro Puerto Rico,América Móvil,Operational,GSM 850 / GSM 1900 / UMTS 850 / LTE 700 / LTE 1700,,Puerto Rico,pr
330,120,Open Mobile,PR Wireless,Operational,LTE 700,,Puerto Rico,pr
356,050,Digicel,Wireless Ventures (St Kitts-Nevis) Limited,Operational,GSM 900 / GSM 1800 / LTE 700,,Saint Kitts and Nevis,kn
356,070,FLOW,UTS,Operational,,,Saint Kitts and Nevis,kn
356,110,FLOW,Cable & Wireless St. Kitts & Nevis Ltd,Operational,GSM 850 / GSM 1900 / LTE 700,,Saint Kitts and Nevis,kn
338,050,Digicel,Digicel,Operational,GSM 900 / GSM 1800 / GSM 1900 / LTE 700,uses Jamaica MCC,Jamaica,jm
358,110,FLOW,Cable & Wireless,Operational,GSM 850 / LTE 700,,Saint Lucia,lc
308,01,Ameris,St. Pierre-et-Miquelon Télécom,Operational,GSM 900,,St. Pierre & Miquelon,pm
308,02,GLOBALTEL,GLOBALTEL,Operational,GSM 900 / LTE 800,,St. Pierre & Miquelon,pm
308,03,Ameris,St. Pierre-et-Miquelon Télécom,Unknown,Unknown,,St. Pierre & Miquelon,pm
360,050,Digicel,Digicel (St. Vincent and the Grenadines) Limited,Operational,GSM 900 / GSM 1800 / GSM 1900 / LTE 700,,St. Vincent & Gren.,vc
360,100,Cingular Wireless,,Unknown,GSM 850,,St. Vincent & Gren.,vc
360,110,FLOW,Cable & Wireless (St. Vincent & the Grenadines) Ltd,Operational,GSM 850 / LTE 700,,St. Vincent & Gren.,vc
374,01,bmobile,TSTT,Not operational,GSM 850 / GSM 1900,Withdrawn[citation needed],Trinidad and Tobago,tt
374,12,bmobile,TSTT,Operational,GSM 850 / UMTS 850 / UMTS 1900 / LTE 700 / LTE 1900 / TD-LTE 2500 / 5G 2500, LTE bands 2 / 28 / 41; band 41 used for FWA,Trinidad and Tobago,tt
374,13,Digicel,Digicel (Trinidad & Tobago) Limited,Not operational,GSM 850 / GSM 1900 / UMTS 850 / UMTS 1900,Withdrawn[citation needed],Trinidad and Tobago,tt
374,20,bmobile,TSTT,Not operational,GSM 850 / GSM 1900,Withdrawn[citation needed],Trinidad and Tobago,tt
374,120,bmobile,TSTT,Not operational,GSM 850 / GSM 1900,Withdrawn[citation needed],Trinidad and Tobago,tt
374,129,bmobile,TSTT,Not operational,GSM 850 / GSM 1900 / UMTS 850 / UMTS 1900,Withdrawn[citation needed],Trinidad and Tobago,tt
374,130,Digicel,Digicel (Trinidad & Tobago) Limited,Operational,GSM 850 / UMTS 850 / UMTS 1900 / LTE 700 / LTE 1700 / LTE 1900, LTE bands 28 / 4 / 2,Trinidad and Tobago,tt
374,140,Laqtel,LaqTel Ltd.,Not operational,CDMA, Shut down 2008; Withdrawn,Trinidad and Tobago,tt
338,050,Digicel,Digicel (Turks & Caicos) Limited,Operational,GSM 900 / GSM 1900 / LTE 700 / LTE 1700,,Jamaica,jm
376,350,FLOW,Cable & Wireless West Indies Ltd (Turks & Caicos),Operational,GSM 850 / GSM 1900 / UMTS 850 / LTE 700,,"Virgin Islands, U.S.",vi
376,351,Digicel,Digicel (Turks & Caicos) Limited,Not operational,Unknown, MNC withdrawn,"Virgin Islands, U.S.",vi
376,352,FLOW,Cable & Wireless West Indies Ltd (Turks & Caicos),Not operational,UMTS 850,Former IslandCom MNC withdrawn,"Virgin Islands, U.S.",vi
376,360,Digicel,Digicel (Turks & Caicos) Limited,Unknown,Unknown,"Former IslandCom, Cable & Wireless","Virgin Islands, U.S.",vi
310,004,Verizon,Verizon Wireless,Operational,Unknown,,United States,us
310,005,Verizon,Verizon Wireless,Operational,CDMA2000 850 / CDMA2000 1900,,United States,us
310,006,Verizon,Verizon Wireless,Operational,Unknown,,United States,us
310,010,Verizon,Verizon Wireless,Not operational,Unknown,Former MCI Inc.,United States,us
310,012,Verizon,Verizon Wireless,Operational,LTE 700 / LTE 1700 / LTE 1900,,United States,us
310,013,Verizon,Verizon Wireless,Unknown,Unknown,"Former MobileTel, Alltel",United States,us
310,014,,,Unknown,Unknown,For testing,United States,us
310,015,Southern LINC,Southern Communications,Unknown,Unknown,,United States,us
310,016,AT&T,AT&T Mobility,Not operational,CDMA2000 1900 / CDMA2000 1700,Former Cricket Wireless; shut down in September 2015,United States,us
310,017,ProxTel,North Sight Communications Inc.,Not operational,iDEN,Puerto Rico; MNC withdrawn,United States,us
310,020,Union Wireless,Union Telephone Company,Operational,GSM 850 / GSM 1900 / UMTS,,United States,us
310,030,AT&T,AT&T Mobility,Operational,GSM 850,Former Centennial Wireless,United States,us
310,032,IT&E Wireless,"IT&E Overseas, Inc",Operational,CDMA 1900 / GSM 1900 / UMTS 1900 / LTE 700,Guam,United States,us
310,033,,Guam Telephone Authority,Unknown,Unknown,,United States,us
310,034,Airpeak,Airpeak,Operational,iDEN,Former Nevada Wireless,United States,us
310,035,ETEX Wireless,"ETEX Communications, LP",Unknown,Unknown,,United States,us
310,040,MTA,"Matanuska Telephone Association, Inc.",Not operational,CDMA,"Formerly Concho Cellular Telephone Co.; then Alaska, shut down 2017; MNC withdrawn",United States,us
310,050,GCI,Alaska Communications,Operational,CDMA,Former ACS Wireless Inc.,United States,us
310,053,Virgin Mobile,Sprint,Operational,MVNO,,United States,us
310,054,,Alltel US,Operational,Unknown,Uses Sprint's network,United States,us
310,060,,Consolidated Telcom,Not operational,1900,North Dakota; MNC withdrawn,United States,us
310,066,U.S. Cellular,U.S. Cellular,Operational,GSM / CDMA,,United States,us
310,070,AT&T,AT&T Mobility,Operational,GSM 850,"Former Highland Cellular, Cingular",United States,us
